room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
4868511,1445,23792645,Entire home/apt,,PEEL,,MISSISSAUGA,4,4.5,4,2.0,,119.0,,2017-07-10 08:23:02.056989,43.585698,-79.646014,0101000020E610000085B01A4B58E953C093AAED26F8CA4540
17312169,1445,90009756,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,6,3.0,,112.0,,2017-07-10 08:23:02.040269,43.566325,-79.743756,0101000020E61000000B0DC4B299EF53C01FF46C567DC84540
15918848,1445,26969772,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,3,2.0,,111.0,,2017-07-10 08:23:02.036865,43.587938,-79.647431,0101000020E6100000A9DA6E826FE953C0AF09698D41CB4540
16465396,1445,103955018,Entire home/apt,,PEEL,,MISSISSAUGA,10,4.5,4,1.0,,111.0,,2017-07-10 08:23:02.033996,43.585402,-79.647942,0101000020E61000001CEDB8E177E953C0AA81E673EECA4540
18627771,1445,31085227,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,1,2.0,,124.0,,2017-07-10 08:23:00.271511,43.587155,-79.641778,0101000020E6100000B55208E412E953C0695721E527CB4540
17764987,1445,70252356,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,4,3.0,,119.0,,2017-07-10 08:23:00.269338,43.589202,-79.784017,0101000020E610000084A0A3552DF253C0705E9CF86ACB4540
13621044,1445,57541823,Entire home/apt,,PEEL,,MISSISSAUGA,41,4.5,4,2.0,,119.0,,2017-07-10 08:23:00.265013,43.595299,-79.635004,0101000020E61000001135D1E7A3E853C0B62BF4C132CC4540
12914458,1445,70811044,Entire home/apt,,PEEL,,MISSISSAUGA,6,4.5,5,2.0,,112.0,,2017-07-10 08:23:00.260168,43.586764,-79.64642,0101000020E6100000BEDEFDF15EE953C02E3C2F151BCB4540
19163740,1445,24432762,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,3,2.0,,110.0,,2017-07-10 08:23:00.255129,43.586459,-79.6413,0101000020E610000030BB270F0BE953C0F1B8A81611CB4540
18855638,1445,131355217,Entire home/apt,,PEEL,,BRAMPTON,0,0.0,5,4.0,,119.0,,2017-07-10 08:23:00.243836,43.655739,-79.758486,0101000020E6100000541EDD088BF053C01ADB6B41EFD34540
9875499,1445,50816345,Entire home/apt,,PEEL,,MISSISSAUGA,9,4.5,5,2.0,,112.0,,2017-07-10 08:23:00.235472,43.588756,-79.64064,0101000020E61000009B20EA3E00E953C071A94A5B5CCB4540
6383685,1445,32298450,Entire home/apt,,PEEL,,MISSISSAUGA,5,4.0,5,2.0,,112.0,,2017-07-10 08:22:58.620601,43.590453,-79.648302,0101000020E61000009CFBABC77DE953C09C69C2F693CB4540
8840888,1445,28132161,Entire home/apt,,PEEL,,MISSISSAUGA,17,5.0,3,1.0,,111.0,,2017-07-10 08:22:58.617549,43.588364,-79.639097,0101000020E6100000317E1AF7E6E853C06612F5824FCB4540
19751902,1445,90009756,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,5,2.0,,108.0,,2017-07-10 08:22:58.608488,43.596734,-79.633645,0101000020E61000008811C2A38DE853C0A4349BC761CC4540
18914894,1445,40651066,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,4,2.0,,116.0,,2017-07-10 08:22:58.603653,43.585945,-79.646649,0101000020E61000006EBF7CB262E953C09B20EA3E00CB4540
19067904,1445,133114435,Entire home/apt,,PEEL,,MISSISSAUGA,3,2.5,6,3.0,,119.0,,2017-07-10 08:22:58.601501,43.533249,-79.626048,0101000020E61000007A6EA12B11E853C0F6CFD38041C44540
19487201,1445,124137372,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,3,0.0,,119.0,,2017-07-10 08:22:58.599245,43.593053,-79.656339,0101000020E6100000B8054B7501EA53C0B8E52329E9CB4540
12823243,1445,69958757,Entire home/apt,,PEEL,,MISSISSAUGA,17,4.5,5,3.0,,117.0,,2017-07-10 08:22:58.596037,43.604834,-79.671045,0101000020E61000003D49BA66F2EA53C022C154336BCD4540
10830017,1445,4265805,Entire home/apt,,PEEL,,MISSISSAUGA,32,5.0,4,1.0,,119.0,,2017-07-10 08:22:58.592885,43.58558,-79.647402,0101000020E61000005C57CC086FE953C089981249F4CA4540
15949193,1445,103540011,Entire home/apt,,PEEL,,CALEDON,1,0.0,2,1.0,,116.0,,2017-07-10 08:22:58.586704,43.911851,-79.831592,0101000020E610000060E7A6CD38F553C096E99788B7F44540
16530697,1445,17011356,Entire home/apt,,PEEL,,CALEDON,3,4.5,2,1.0,,124.0,,2017-07-10 08:22:58.584190,43.793957,-80.014552,0101000020E6100000D905836BEE0054C013B70A62A0E54540
12803316,1445,58093440,Entire home/apt,,PEEL,,BRAMPTON,0,0.0,6,3.0,,119.0,,2017-07-10 08:22:58.573928,43.693874,-79.846309,0101000020E6100000DF5339ED29F653C0B9C5FCDCD0D84540
9575319,1445,32538174,Entire home/apt,,PEEL,,BRAMPTON,8,5.0,9,3.0,,119.0,,2017-07-10 08:22:58.571217,43.698649,-79.846771,0101000020E6100000E10CFE7E31F653C00A3197546DD94540
19477224,1445,136673276,Entire home/apt,,PEEL,,MISSISSAUGA,2,0.0,6,2.0,,115.0,,2017-07-10 08:22:58.565508,43.595322,-79.636056,0101000020E61000002C9B3924B5E853C06F4BE48233CC4540
19697452,1445,61706827,Entire home/apt,,PEEL,,CALEDON,0,0.0,4,2.0,,119.0,,2017-07-10 08:22:56.792834,43.816193,-79.770892,0101000020E6100000E02F664B56F153C0B01C210379E84540
14935371,1445,93883777,Entire home/apt,,PEEL,,MISSISSAUGA,31,4.5,8,3.0,,112.0,,2017-07-10 08:22:56.790495,43.579922,-79.611844,0101000020E61000003F90BC7328E753C08F1D54E23ACA4540
19731609,1445,139102576,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,6,4.0,,112.0,,2017-07-10 08:22:56.788428,43.534434,-79.605638,0101000020E6100000C0CDE2C5C2E653C06BEF535568C44540
15217370,1445,37354989,Entire home/apt,,PEEL,,MISSISSAUGA,24,5.0,2,1.0,,119.0,,2017-07-10 08:22:56.786094,43.589293,-79.652628,0101000020E61000000D1D3BA8C4E953C08061F9F36DCB4540
12033062,1445,47400734,Entire home/apt,,PEEL,,BRAMPTON,37,4.5,8,3.0,,111.0,,2017-07-10 08:22:56.783333,43.680709,-79.75353,0101000020E610000083A3E4D539F053C0E38BF67821D74540
6076982,1445,1718194,Entire home/apt,,PEEL,,MISSISSAUGA,5,4.5,4,2.0,,95.0,,2017-07-10 08:22:51.418185,43.586716,-79.644402,0101000020E610000087DEE2E13DE953C01D05888219CB4540
7163236,1445,37517003,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,4,2.0,,96.0,,2017-07-10 08:22:51.415551,43.593916,-79.634862,0101000020E610000048DE3994A1E853C01B49827005CC4540
10679929,1445,30053177,Entire home/apt,,PEEL,,MISSISSAUGA,7,5.0,2,1.0,,92.0,,2017-07-10 08:22:51.412950,43.593956,-79.634653,0101000020E6100000BBD39D279EE853C0A9A10DC006CC4540
10384702,1445,13834156,Entire home/apt,,PEEL,,MISSISSAUGA,6,4.5,4,2.0,,88.0,,2017-07-10 08:22:51.410344,43.577507,-79.640417,0101000020E61000005BB39597FCE853C0041BD7BFEBC94540
13362212,1445,70811044,Entire home/apt,,PEEL,,MISSISSAUGA,6,4.5,4,2.0,,96.0,,2017-07-10 08:22:51.408252,43.5873,-79.64238,0101000020E6100000B0E600C11CE953C06C787AA52CCB4540
16391982,1445,28072384,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,5,3.0,,96.0,,2017-07-10 08:22:51.401273,43.550899,-79.7232,0101000020E6100000E71DA7E848EE53C01633C2DB83C64540
5933700,1445,14766702,Entire home/apt,,PEEL,,MISSISSAUGA,5,3.5,3,1.0,,92.0,,2017-07-10 08:22:51.397255,43.587545,-79.641357,0101000020E6100000E2033BFE0BE953C0D3F6AFAC34CB4540
19297201,1445,133152149,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,3,1.0,,100.0,,2017-07-10 08:22:51.392573,43.586243,-79.646869,0101000020E6100000F5F23B4D66E953C02541B8020ACB4540
9412323,1445,48533163,Entire home/apt,,PEEL,,MISSISSAUGA,12,5.0,5,2.0,,100.0,,2017-07-10 08:22:51.387118,43.586321,-79.646443,0101000020E61000009AEE75525FE953C0A0FA07910CCB4540
11966238,1445,63917622,Entire home/apt,,PEEL,,MISSISSAUGA,9,4.5,4,3.0,,96.0,,2017-07-10 08:22:51.382686,43.535407,-79.68355,0101000020E610000092CB7F48BFEB53C05586713788C44540
19572671,1445,69424349,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,3,1.0,,84.0,,2017-07-10 08:22:51.379915,43.585332,-79.645868,0101000020E61000001B62BCE655E953C0B1A6B228ECCA4540
1678130,1445,1718194,Entire home/apt,,PEEL,,MISSISSAUGA,18,4.5,5,2.0,,103.0,,2017-07-10 08:22:50.357259,43.585681,-79.647721,0101000020E6100000ADFBC74274E953C0BD715298F7CA4540
19606427,1445,135946178,Entire home/apt,,PEEL,,MISSISSAUGA,2,0.0,4,4.0,,103.0,,2017-07-10 08:22:50.355404,43.506246,-79.604181,0101000020E610000055F7C8E6AAE653C08BDD3EABCCC04540
11900344,1445,48983802,Entire home/apt,,PEEL,,MISSISSAUGA,9,4.0,4,2.0,,103.0,,2017-07-10 08:22:50.352705,43.585267,-79.647744,0101000020E6100000890B40A374E953C0CA367007EACA4540
3509431,1445,17657911,Entire home/apt,,PEEL,,MISSISSAUGA,38,4.0,4,2.0,,103.0,,2017-07-10 08:22:50.350122,43.546683,-79.701461,0101000020E6100000D89AADBCE4EC53C0BC2363B5F9C54540
19469201,1445,136565493,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,3,1.0,,103.0,,2017-07-10 08:22:50.346728,43.584582,-79.646747,0101000020E61000005072874D64E953C046EA3D95D3CA4540
1313746,1445,7139214,Entire home/apt,,PEEL,,MISSISSAUGA,27,5.0,4,2.0,,100.0,,2017-07-10 08:22:50.344681,43.585672,-79.644201,0101000020E61000003BC3D4963AE953C06A17D34CF7CA4540
9939421,1445,13413647,Entire home/apt,,PEEL,,MISSISSAUGA,24,4.5,9,3.0,,100.0,,2017-07-10 08:22:50.342026,43.521319,-79.696218,0101000020E6100000BD38F1D58EEC53C047E4BB94BAC24540
19746937,1445,108753083,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,3,1.0,,88.0,,2017-07-10 08:22:50.334507,43.596418,-79.633611,0101000020E6100000B2D826158DE853C0745FCE6C57CC4540
13362469,1445,49218402,Entire home/apt,,PEEL,,BRAMPTON,0,0.0,2,1.0,,100.0,,2017-07-10 08:22:50.332363,43.629242,-79.768663,0101000020E61000004CA94BC631F153C083A279008BD04540
15542125,1445,100000139,Entire home/apt,,PEEL,,MISSISSAUGA,6,5.0,3,1.0,,96.0,,2017-07-10 08:22:50.327644,43.586604,-79.647784,0101000020E6100000D0B7054B75E953C0F5D901D715CB4540
9232732,1445,22459555,Entire home/apt,,PEEL,,MISSISSAUGA,58,4.5,12,4.0,,96.0,,2017-07-10 08:22:50.325419,43.566687,-79.760975,0101000020E6100000B6847CD0B3F053C0C0081A3389C84540
5684861,1445,29475105,Entire home/apt,,PEEL,,CALEDON,13,4.5,4,2.0,,92.0,,2017-07-10 08:22:50.322729,43.88205,-79.730536,0101000020E61000003E23111AC1EE53C0E9B7AF03E7F04540
15101132,1445,95625368,Entire home/apt,,PEEL,,MISSISSAUGA,16,5.0,2,1.0,,100.0,,2017-07-10 08:22:50.312850,43.588756,-79.651915,0101000020E61000006631B1F9B8E953C071A94A5B5CCB4540
10500698,1445,15084686,Entire home/apt,,PEEL,,BRAMPTON,13,3.5,4,2.0,,88.0,,2017-07-10 08:22:49.187076,43.760003,-79.69004,0101000020E6100000A33B889D29EC53C052EE3EC747E14540
16143979,1445,42629623,Entire home/apt,,PEEL,,MISSISSAUGA,7,5.0,10,3.0,,88.0,,2017-07-10 08:22:49.184072,43.584461,-79.64776,0101000020E61000000CEA5BE674E953C0CB64389ECFCA4540
17715398,1445,120749177,Entire home/apt,,PEEL,,MISSISSAUGA,8,5.0,4,1.0,,95.0,,2017-07-10 08:22:49.181368,43.596604,-79.633397,0101000020E61000009C18929389E853C0D65416855DCC4540
17640837,1445,119997874,Entire home/apt,,PEEL,,MISSISSAUGA,8,4.5,2,1.0,,96.0,,2017-07-10 08:22:49.179005,43.586901,-79.649053,0101000020E6100000B91798158AE953C0AE7E6C921FCB4540
19230245,1445,130770726,Entire home/apt,,PEEL,,MISSISSAUGA,4,5.0,3,1.0,,91.0,,2017-07-10 08:22:49.176690,43.558085,-79.707989,0101000020E6100000603B18B14FED53C0AFB14B546FC74540
11419199,1445,59966832,Entire home/apt,,PEEL,,MISSISSAUGA,3,5.0,4,2.0,,92.0,,2017-07-10 08:22:49.173817,43.587453,-79.640167,0101000020E61000009F3E027FF8E853C0F277EFA831CB4540
19123105,1445,128868146,Entire home/apt,,PEEL,,BRAMPTON,0,0.0,6,3.0,,88.0,,2017-07-10 08:22:49.171323,43.701611,-79.826009,0101000020E6100000E84CDA54DDF453C0C6C1A563CED94540
16925425,1445,85292641,Entire home/apt,,PEEL,,MISSISSAUGA,7,5.0,4,1.0,,87.0,,2017-07-10 08:22:49.168181,43.58451,-79.646064,0101000020E6100000DEC7D11C59E953C0AD174339D1CA4540
19297581,1445,133152149,Entire home/apt,,PEEL,,MISSISSAUGA,2,0.0,3,1.0,,100.0,,2017-07-10 08:22:49.165981,43.584432,-79.646378,0101000020E6100000A6B6D4415EE953C0315EF3AACECA4540
13802597,1445,4956476,Entire home/apt,,PEEL,,MISSISSAUGA,22,4.5,8,3.0,,101.0,,2017-07-10 08:22:49.163409,43.586876,-79.587468,0101000020E610000094DC611399E553C05567B5C01ECB4540
19486137,1445,129799541,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,3,1.0,,96.0,,2017-07-10 08:22:49.156753,43.590056,-79.649071,0101000020E61000000D7217618AE953C07F677BF486CB4540
19470287,1445,5702114,Entire home/apt,,PEEL,,MISSISSAUGA,2,0.0,8,3.0,,96.0,,2017-07-10 08:22:49.154350,43.560018,-79.719372,0101000020E61000001F6ADB300AEE53C0EE9579ABAEC74540
18180309,1445,31036512,Entire home/apt,,PEEL,,MISSISSAUGA,7,5.0,4,1.0,,84.0,,2017-07-10 08:22:49.143797,43.587868,-79.640274,0101000020E6100000AA9ECC3FFAE853C0B62E35423FCB4540
13624828,1445,78952103,Entire home/apt,,PEEL,,MISSISSAUGA,34,5.0,6,2.0,,88.0,,2017-07-10 08:22:49.141547,43.55088,-79.720907,0101000020E6100000471D1D5723EE53C09F02603C83C64540
19189403,1445,133114435,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,6,3.0,,88.0,,2017-07-10 08:22:49.138561,43.625458,-79.730725,0101000020E6100000A857CA32C4EE53C0C382FB010FD04540
14076095,1445,81420556,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,3,1.0,,72.0,,2017-07-10 08:22:47.250372,43.587803,-79.641595,0101000020E6100000BC9179E40FE953C0CFBEF2203DCB4540
13448113,1445,23792645,Entire home/apt,,PEEL,,MISSISSAUGA,2,0.0,4,2.0,,80.0,,2017-07-10 08:22:47.248260,43.585225,-79.642719,0101000020E61000002461DF4E22E953C09BE61DA7E8CA4540
9488100,1445,4032576,Entire home/apt,,PEEL,,MISSISSAUGA,4,5.0,1,1.0,,76.0,,2017-07-10 08:22:47.245549,43.585099,-79.646011,0101000020E6100000CD76853E58E953C00EF62686E4CA4540
11861917,1445,63163649,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,2,1.0,,79.0,,2017-07-10 08:22:47.239129,43.587409,-79.643788,0101000020E6100000AA6395D233E953C02330D63730CB4540
3371804,1445,1718194,Entire home/apt,,PEEL,,MISSISSAUGA,19,4.5,5,2.0,,79.0,,2017-07-10 08:22:47.233104,43.587237,-79.644053,0101000020E610000001F9122A38E953C02600FF942ACB4540
13975737,1445,83172000,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,6,2.0,,80.0,,2017-07-10 08:22:47.229496,43.580194,-79.645264,0101000020E6100000505260014CE953C0EFAA07CC43CA4540
12362267,1445,4624471,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,2,1.0,,63.0,,2017-07-10 08:22:47.227041,43.517389,-79.630468,0101000020E61000002B4B749659E853C0B32781CD39C24540
10386893,1445,13834156,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,3,2.0,,76.0,,2017-07-10 08:22:45.650085,43.577557,-79.642317,0101000020E61000008D2AC3B81BE953C0B6494563EDC94540
16843164,1445,41933641,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,2,1.0,,67.0,,2017-07-10 08:22:45.647993,43.595923,-79.636495,0101000020E610000052448655BCE853C094F7713447CC4540
17252288,1445,48533163,Entire home/apt,,PEEL,,MISSISSAUGA,2,0.0,5,2.0,,79.0,,2017-07-10 08:22:45.644011,43.585855,-79.641313,0101000020E6100000FA5FAE450BE953C05B99F04BFDCA4540
17045623,1445,10871803,Entire home/apt,,PEEL,,MISSISSAUGA,5,5.0,4,1.0,,76.0,,2017-07-10 08:22:45.638692,43.587603,-79.640258,0101000020E610000027C0B0FCF9E853C008043A9336CB4540
9371872,1445,47855766,Entire home/apt,,PEEL,,MISSISSAUGA,11,5.0,4,2.0,,80.0,,2017-07-10 08:22:45.636408,43.587712,-79.640703,0101000020E6100000BEDC274701E953C0BFBB95253ACB4540
7662150,1445,40217037,Entire home/apt,,PEEL,,MISSISSAUGA,20,5.0,4,1.0,,80.0,,2017-07-10 08:22:45.631699,43.607053,-79.71028,0101000020E61000002FC03E3A75ED53C027F8A6E9B3CD4540
9515616,1445,47855766,Entire home/apt,,PEEL,,MISSISSAUGA,11,4.5,3,1.0,,76.0,,2017-07-10 08:22:45.627822,43.586932,-79.646241,0101000020E6100000661536035CE953C0E97C789620CB4540
13997934,1445,83617964,Entire home/apt,,PEEL,,MISSISSAUGA,43,5.0,5,3.0,,79.0,,2017-07-10 08:22:45.620924,43.56415,-79.655494,0101000020E61000005A2E1B9DF3E953C0EA04341136C84540
8367874,1445,44103316,Entire home/apt,,PEEL,,MISSISSAUGA,9,5.0,2,1.0,,72.0,,2017-07-10 08:22:45.612842,43.539095,-79.670951,0101000020E6100000FC8D76DCF0EA53C0F437A11001C54540
16755329,1445,47855766,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,3,1.0,,80.0,,2017-07-10 08:22:43.787333,43.546993,-79.719805,0101000020E6100000D39FFD4811EE53C00A12DBDD03C64540
17108410,1445,67356433,Entire home/apt,,PEEL,,MISSISSAUGA,22,5.0,5,2.0,,64.0,,2017-07-10 08:22:43.781749,43.575656,-79.680575,0101000020E61000006ADE718A8EEB53C083DF8618AFC94540
9372035,1445,48533163,Entire home/apt,,PEEL,,MISSISSAUGA,2,0.0,4,2.0,,79.0,,2017-07-10 08:22:43.779377,43.585518,-79.642635,0101000020E6100000F5108DEE20E953C0139CFA40F2CA4540
12906308,1445,47855766,Entire home/apt,,PEEL,,MISSISSAUGA,5,4.0,3,1.0,,72.0,,2017-07-10 08:22:43.776921,43.595324,-79.636925,0101000020E61000004F401361C3E853C00F43AB9333CC4540
17187119,1445,101778553,Entire home/apt,,PEEL,,MISSISSAUGA,12,4.5,4,2.0,,64.0,,2017-07-10 08:22:43.774498,43.615834,-79.711662,0101000020E610000095F3C5DE8BED53C0E7E104A6D3CE4540
17186006,1445,47855766,Entire home/apt,,PEEL,,MISSISSAUGA,2,0.0,3,1.0,,80.0,,2017-07-10 08:22:43.771988,43.585386,-79.648836,0101000020E6100000EB1D6E8786E953C0A4C4AEEDEDCA4540
15873457,1445,47855766,Entire home/apt,,PEEL,,MISSISSAUGA,2,0.0,2,0.0,,64.0,,2017-07-10 08:22:43.769613,43.551213,-79.720703,0101000020E610000043C879FF1FEE53C0A510C8258EC64540
16004051,1445,101754589,Entire home/apt,,PEEL,,MISSISSAUGA,8,5.0,6,3.0,,77.0,,2017-07-10 08:22:43.763879,43.591206,-79.701119,0101000020E6100000ACE63922DFEC53C0789961A3ACCB4540
19035627,1445,132204399,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,2,1.0,,80.0,,2017-07-10 08:22:43.760855,43.524413,-79.678374,0101000020E61000003B1DC87A6AEB53C0734C16F71FC34540
9117860,1445,47510266,Entire home/apt,,PEEL,,MISSISSAUGA,14,4.5,3,2.0,,72.0,,2017-07-10 08:22:43.755363,43.717491,-79.654685,0101000020E6100000A20BEA5BE6E953C05116BEBED6DB4540
15407519,1445,25954533,Entire home/apt,,PEEL,,MISSISSAUGA,8,5.0,2,1.0,,64.0,,2017-07-10 08:22:43.753111,43.596898,-79.617516,0101000020E61000006E30D46185E753C01F86562767CC4540
13944282,1445,47855766,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,3,1.0,,72.0,,2017-07-10 08:22:43.743716,43.586457,-79.646086,0101000020E6100000D219187959E953C051C1E10511CB4540
19284713,1445,978931,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,6,2.0,,68.0,,2017-07-10 08:22:41.813182,43.56947,-79.630985,0101000020E61000000FD1E80E62E853C0CD069964E4C84540
10088732,1445,48983802,Entire home/apt,,PEEL,,MISSISSAUGA,6,4.5,2,1.0,,79.0,,2017-07-10 08:22:41.810340,43.584915,-79.647436,0101000020E6100000329067976FE953C04DF8A57EDECA4540
17191555,1445,26764322,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,4,2.0,,72.0,,2017-07-10 08:22:41.805571,43.59361,-79.63352,0101000020E61000002A5778978BE853C00E4A9869FBCB4540
18402850,1445,48979767,Entire home/apt,,PEEL,,MISSISSAUGA,2,0.0,2,1.0,,80.0,,2017-07-10 08:22:41.802713,43.590851,-79.652432,0101000020E61000004AB72572C1E953C08AE76C01A1CB4540
17765596,1445,121261207,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,2,1.0,,80.0,,2017-07-10 08:22:41.800449,43.554995,-79.73585,0101000020E6100000BE30992A18EF53C0C5387F130AC74540
12864708,1445,15200899,Entire home/apt,,PEEL,,MISSISSAUGA,9,5.0,2,1.0,,63.0,,2017-07-10 08:22:41.797507,43.562585,-79.644335,0101000020E6100000C32ADEC83CE953C02E1C08C902C84540
14871929,1445,93195982,Entire home/apt,,PEEL,,MISSISSAUGA,4,5.0,4,2.0,,80.0,,2017-07-10 08:22:41.787470,43.570064,-79.629941,0101000020E6100000365A0EF450E853C040506EDBF7C84540
17123130,1445,37604950,Entire home/apt,,PEEL,,MISSISSAUGA,3,5.0,5,3.0,,72.0,,2017-07-10 08:22:41.785341,43.561587,-79.58767,0101000020E6100000C8B5A1629CE553C0EC6D3315E2C74540
4909256,1445,25277278,Entire home/apt,,PEEL,,MISSISSAUGA,25,5.0,3,1.0,,72.0,,2017-07-10 08:22:41.779627,43.609262,-79.599347,0101000020E61000002AFD84B35BE653C00859164CFCCD4540
7180342,1445,19505200,Entire home/apt,,PEEL,,MISSISSAUGA,68,5.0,4,1.0,,79.0,,2017-07-10 08:22:40.146435,43.520442,-79.693588,0101000020E61000007A39ECBE63EC53C080BBECD79DC24540
6675237,1445,24044748,Entire home/apt,,PEEL,,MISSISSAUGA,62,4.5,2,1.0,,71.0,,2017-07-10 08:22:40.144208,43.590334,-79.635393,0101000020E6100000DEC66647AAE853C0C2DB831090CB4540
9275475,1445,47855766,Entire home/apt,,PEEL,,MISSISSAUGA,8,5.0,3,1.0,,72.0,,2017-07-10 08:22:40.139670,43.585501,-79.641742,0101000020E61000000E9E094D12E953C03D635FB2F1CA4540
14490302,1445,14831335,Entire home/apt,,PEEL,,MISSISSAUGA,10,4.5,2,1.0,,80.0,,2017-07-10 08:22:40.137208,43.607269,-79.659231,0101000020E61000009A6038D730EA53C0F46F97FDBACD4540
18940482,1445,80348424,Entire home/apt,,PEEL,,MISSISSAUGA,3,4.5,4,2.0,,71.0,,2017-07-10 08:22:40.132603,43.508616,-79.657182,0101000020E6100000466117450FEA53C0761C3F541AC14540
13394035,1445,70491650,Entire home/apt,,PEEL,,MISSISSAUGA,41,4.5,3,2.0,,78.0,,2017-07-10 08:22:40.129886,43.624305,-79.592045,0101000020E6100000A930B610E4E553C059DDEA39E9CF4540
14267820,1445,48533163,Entire home/apt,,PEEL,,MISSISSAUGA,5,5.0,3,1.0,,79.0,,2017-07-10 08:22:40.127870,43.58613,-79.646154,0101000020E61000007E8B4E965AE953C02C9ACE4E06CB4540
19155611,1445,133934783,Entire home/apt,,PEEL,,MISSISSAUGA,5,5.0,3,2.0,,64.0,,2017-07-10 08:22:40.125666,43.623582,-79.582062,0101000020E6100000A38FF98040E553C0E82FF488D1CF4540
17657514,1445,1798315,Entire home/apt,,PEEL,,MISSISSAUGA,2,0.0,4,2.0,,79.0,,2017-07-10 08:22:40.122645,43.549307,-79.584908,0101000020E6100000CDCAF6216FE553C0603B18B14FC64540
13129564,1445,10441125,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,2,1.0,,76.0,,2017-07-10 08:22:40.120327,43.58927,-79.638513,0101000020E61000008944A165DDE853C0C84109336DCB4540
19246508,1445,84288327,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,6,2.0,,79.0,,2017-07-10 08:22:40.117974,43.58801,-79.618069,0101000020E6100000F96A47718EE753C048DC63E943CB4540
11058933,1445,57397886,Entire home/apt,,PEEL,,MISSISSAUGA,20,5.0,3,2.0,,67.0,,2017-07-10 08:22:40.115057,43.616506,-79.70892,0101000020E6100000BEDEFDF15EED53C0D6E429ABE9CE4540
8312753,1445,43827807,Entire home/apt,,PEEL,,MISSISSAUGA,5,5.0,4,2.0,,80.0,,2017-07-10 08:22:40.105172,43.588234,-79.640347,0101000020E6100000DFC5FB71FBE853C0983270404BCB4540
10496344,1445,54110143,Entire home/apt,,PEEL,,MISSISSAUGA,49,5.0,2,1.0,,72.0,,2017-07-10 08:22:37.953885,43.595878,-79.632961,0101000020E61000002EA9DA6E82E853C0F433F5BA45CC4540
19388178,1445,123574779,Entire home/apt,,PEEL,,CALEDON,0,0.0,3,1.0,,72.0,,2017-07-10 08:22:37.951649,43.889807,-79.743556,0101000020E6100000A7AFE76B96EF53C03D601E32E5F14540
18157574,1445,39352259,Entire home/apt,,PEEL,,MISSISSAUGA,13,4.0,5,1.0,,79.0,,2017-07-10 08:22:37.949705,43.621067,-79.600699,0101000020E61000005BEF37DA71E653C0FACF9A1F7FCF4540
19136625,1445,14766702,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,2,0.0,,72.0,,2017-07-10 08:22:37.933864,43.588355,-79.641004,0101000020E6100000BB26A43506E953C013B875374FCB4540
18042713,1445,124152135,Entire home/apt,,PEEL,,MISSISSAUGA,8,5.0,3,1.0,,65.0,,2017-07-10 08:22:37.931553,43.585297,-79.646763,0101000020E6100000D350A39064E953C034B91803EBCA4540
11479395,1445,25954533,Entire home/apt,,PEEL,,MISSISSAUGA,56,5.0,3,2.0,,76.0,,2017-07-10 08:22:37.925913,43.597608,-79.617562,0101000020E61000002750C42286E753C0FBE93F6B7ECC4540
19435184,1445,136254477,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,2,0.0,,72.0,,2017-07-10 08:22:37.917643,43.588952,-79.639749,0101000020E61000008429CAA5F1E853C0F77475C762CB4540
